Type;auto_price;auto_year;auto_owners;auto_guarantee;auto_mileage;auto_engine;auto_transmission;auto_drive_unit;auto_wheel;auto_carcase;auto_color;link
"Mitsubishi Outlander CVT 2015 с пробегом 121 085 км        ID
                    15114559";1 339 000                    ₽;2015;2                владельца;;121 085 км;"2.0 л /
              146 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/15114559/
"Renault Logan МКПП 2019 с пробегом 65 635 км        ID
                    15235038";817 000                    ₽;2019;1                владелец;"до
                  03.2024";65 635 км;"1.6 л /
              82 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/renault/logan/15235038/
"ŠKODA Superb РКПП 2018 с пробегом 210 519 км        ID
                    14994532";1 444 789                    ₽;2018;2                владельца;"до
                  06.2024";210 519 км;"1.4 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Черный;https://rolf-probeg.ru/spb/cars/skoda/superb/14994532/
"BMW 3 серии АКПП 2019 с пробегом 108 115 км        ID
                    16139434";2 880 000                    ₽;2019;1                владелец;"до
                  05.2024";108 115 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Задний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/bmw/3-serii/16139434/
"Toyota Land Cruiser Prado АКПП 2020 с пробегом 54 247 км        ID
                    16156378";6 439 000                    ₽;2020;1                владелец;;54 247 км;"2.8 л /
              200 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/toyota/land-cruiser-prado/16156378/
"Mercedes CLA РКПП 2018 с пробегом 84 445 км        ID
                    15969719";1 610 000                    ₽;2018;2                владельца;"до
                  04.2024";84 445 км;"1.6 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/mercedes/cla/15969719/
"Audi A4 РКПП 2016 с пробегом 47 823 км        ID
                    15173865";1 970 000                    ₽;2016;1                владелец;"до
                  04.2024";47 823 км;"1.4 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/audi/a4/15173865/
"Mercedes A-Класс РКПП 2017 с пробегом 104 500 км        ID
                    16091676";1 242 300                    ₽;2017;1                владелец;;104 500 км;"1.6 л /
              122 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mercedes/a-klasse/16091676/
"ŠKODA Rapid АКПП 2019 с пробегом 55 706 км        ID
                    15354647";1 057 300                    ₽;2019;1                владелец;"до
                  07.2022";55 706 км;"1.6 л /
              110 л.с. /
              Бензин";Автоматическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/rapid/15354647/
"Porsche Boxster АКПП 2004 с пробегом 75 168 км        ID
                    15651497";2 300 000                    ₽;2004;5                владельцев;;75 168 км;"3.2 л /
              280 л.с. /
              Бензин";Автоматическая;Задний;Левый;Родстер;Серебристый;https://rolf-probeg.ru/spb/cars/porsche/boxster/15651497/
"Ford Kuga АКПП 2019 с пробегом 47 061 км        ID
                    15887019";1 539 000                    ₽;2019;1                владелец;"до
                  09.2022";47 061 км;"2.5 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/ford/kuga/15887019/
"Kia Rio АКПП 2019 с пробегом 70 991 км        ID
                    16142718";1 103 400                    ₽;2019;1                владелец;"до
                  06.2024";70 991 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв. X-Line;Коричневый;https://rolf-probeg.ru/spb/cars/kia/rio/16142718/
"Hyundai ix35 АКПП 2014 с пробегом 127 635 км        ID
                    14752114";998 130                    ₽;2014;2                владельца;"до
                  02.2024";127 635 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/hyundai/ix35/14752114/
"Ford Mondeo АКПП 2015 с пробегом 56 453 км        ID
                    16115778";1 585 789                    ₽;2015;2                владельца;"до
                  03.2024";56 453 км;"2.5 л /
              149 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серебристый;https://rolf-probeg.ru/spb/cars/ford/mondeo/16115778/
"Mitsubishi Eclipse Cross CVT 2019 с пробегом 30 152 км        ID
                    16132200";1 993 000                    ₽;2019;1                владелец;"до
                  09.2022";30 152 км;"1.5 л /
              150 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mitsubishi/eclipse-cross/16132200/
"Jeep Grand Cherokee АКПП 2011 с пробегом 152 972 км        ID
                    15421077";1 627 000                    ₽;2011;3                владельца;"до
                  01.2024";152 972 км;"3.0 л /
              243 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;;https://rolf-probeg.ru/spb/cars/jeep/grand-cherokee/15421077/
"Audi Q7 АКПП 2007 с пробегом 265 867 км        ID
                    16152237";1 298 876                    ₽;2007;5                владельцев;"до
                  06.2024";265 867 км;"3.0 л /
              233 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/audi/q7/16152237/
"BMW X1 АКПП 2011 с пробегом 129 583 км        ID
                    14914790";1 188 000                    ₽;2011;4                владельца;"до
                  02.2024";129 583 км;"2.0 л /
              177 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/bmw/x1/14914790/
"Hyundai ix35 МКПП 2014 с пробегом 89 063 км        ID
                    16108543";1 010 000                    ₽;2014;2                владельца;"до
                  03.2024";89 063 км;"2.0 л /
              150 л.с. /
              Бензин";Механическая;Передний;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/hyundai/ix35/16108543/
